nsb,periode,pakai,tahun,bulan,pakai_original,pakai_normalized,cluster,year,month,Cluster,lat,lon
104433281,2018-10-01,14.0,2018,10,14,0.0687830687830687,1,2018,10,0,-7.732371222076365,109.02110404302671
104433281,2018-11-01,14.0,2018,11,14,0.0687830687830687,1,2018,11,0,-7.732181326537983,109.02110422848665
104433281,2018-11-01,14.0,2018,11,14,0.0687830687830687,1,2018,11,0,-7.73215636645943,109.02110441394659
104433281,2018-12-01,14.0,2018,12,14,0.0687830687830687,1,2018,12,0,-7.732323811043631,109.02110459940653
104433281,2018-12-01,14.0,2018,12,14,0.0687830687830687,1,2018,12,0,-7.732295399725275,109.02110478486647
104433281,2019-01-01,21.0,2019,1,21,0.1058201058201058,1,2019,1,0,-7.732390461437499,109.0211049703264
104433281,2019-02-01,19.0,2019,2,19,0.0952380952380952,1,2019,2,0,-7.732182724315473,109.02110515578634
104433281,2019-03-01,15.0,2019,3,15,0.074074074074074,1,2019,3,0,-7.732233458317631,109.0211053412463
104433281,2019-04-01,22.0,2019,4,22,0.1111111111111111,1,2019,4,0,-7.732105878256354,109.02110552670624
104433281,2019-05-01,18.0,2019,5,18,0.0899470899470899,1,2019,5,0,-7.732387832307718,109.02110571216618
104433281,2019-06-01,12.0,2019,6,12,0.0582010582010582,2,2019,6,0,-7.732337800789902,109.02110589762611
104433281,2019-07-01,13.0,2019,7,13,0.0634920634920634,2,2019,7,0,-7.732276855407748,109.02110608308605
104433281,2019-08-01,17.0,2019,8,17,0.0846560846560846,1,2019,8,0,-7.732235351046228,109.02110626854599
104433281,2019-09-01,17.0,2019,9,17,0.0846560846560846,1,2019,9,0,-7.732321566763755,109.02110645400593
104433281,2019-10-01,21.0,2019,10,21,0.1058201058201058,1,2019,10,0,-7.732387296109046,109.02110663946587
104433281,2019-11-01,17.0,2019,11,17,0.0846560846560846,1,2019,11,0,-7.732211859247108,109.02110682492582
104433281,2019-12-01,20.0,2019,12,20,0.1005291005291005,1,2019,12,0,-7.732227886463746,109.02110701038576
104433281,2020-01-01,19.0,2020,1,19,0.0952380952380952,1,2020,1,0,-7.732391627410057,109.0211071958457
104433281,2020-02-01,16.0,2020,2,16,0.0793650793650793,1,2020,2,0,-7.732164455719889,109.02110738130564
104433281,2020-03-01,20.0,2020,3,20,0.1005291005291005,1,2020,3,0,-7.732182980129081,109.02110756676558
104433281,2020-04-01,18.0,2020,4,18,0.0899470899470899,1,2020,4,0,-7.732286570350276,109.02110775222552
104433281,2020-05-01,14.0,2020,5,14,0.0687830687830687,1,2020,5,0,-7.732292040213763,109.02110793768546
104433281,2020-06-01,16.0,2020,6,16,0.0793650793650793,1,2020,6,0,-7.732244594222889,109.0211081231454
104433281,2020-07-01,14.0,2020,7,14,0.0687830687830687,1,2020,7,0,-7.732386170307026,109.02110830860533
104433281,2020-08-01,16.0,2020,8,16,0.0793650793650793,1,2020,8,0,-7.732296996852084,109.02110849406529
104433281,2020-09-01,15.0,2020,9,15,0.074074074074074,1,2020,9,0,-7.732515238354462,109.02110867952523
104433281,2020-10-01,14.0,2020,10,14,0.0687830687830687,1,2020,10,0,-7.73221235443545,109.02110886498517
104433281,2020-11-01,14.0,2020,11,14,0.0687830687830687,1,2020,11,0,-7.732456149322244,109.0211090504451
104433281,2020-12-01,15.0,2020,12,15,0.074074074074074,1,2020,12,0,-7.732149658017158,109.02110923590504
104433281,2021-01-01,15.0,2021,1,15,0.074074074074074,1,2021,1,0,-7.732333012009397,109.02110942136498
104433281,2021-02-01,17.0,2021,2,17,0.0846560846560846,1,2021,2,0,-7.732321166698194,109.02110960682492
104433281,2021-03-01,17.0,2021,3,17,0.0846560846560846,1,2021,3,0,-7.732362773390609,109.02110979228486
104433281,2021-04-01,20.0,2021,4,20,0.1005291005291005,1,2021,4,0,-7.732328803887393,109.02110997774481
104433281,2021-05-01,16.0,2021,5,16,0.0793650793650793,1,2021,5,0,-7.732158146865485,109.02111016320475
104433281,2021-06-01,18.0,2021,6,18,0.0899470899470899,1,2021,6,0,-7.732548780865654,109.02111034866469
